Date,Order ID,Customer Name,Region,Product Category,Product Name,Units Sold,Unit Price,Sales,Cost,Profit,Discount,Payment Method,Sales Channel
2/17/2024,ORD0420,Customer 156,West,Appliances,Microwave Oven,6,962.79,5776.74,5156.19,620.55,0.15,Credit Card,Offline
12/18/2024,ORD0421,Customer 127,West,Electronics,Laptop Pro,5,877.52,4387.6,3541.99,845.61,0,UPI,Offline
9/22/2024,ORD0422,Customer 145,East,Appliances,Blender Pro,8,1295.85,10366.8,8729.06,1637.74,0,Credit Card,Offline
11/6/2024,ORD0423,Customer 283,East,Appliances,Microwave Oven,7,1200.4,8402.8,5377.05,3025.75,0.15,Credit Card,Offline
5/2/2024,ORD0424,Customer 229,East,Stationery,Stapler,9,455.3,4097.7,2518.96,1578.74,0.1,UPI,Online
6/27/2024,ORD0425,Customer 142,East,Electronics,Tablet Mini,10,738.45,7384.5,5048.39,2336.11,0,Bank Transfer,Offline
3/25/2024,ORD0426,Customer 22,East,Clothing,Jeans,6,585.17,3511.02,2985.41,525.61,0,Cash,Online
7/4/2024,ORD0427,Customer 170,North,Furniture,Dining Table,1,1460.7,1460.7,1135.34,325.36,0.15,Credit Card,Offline
7/11/2024,ORD0428,Customer 239,North,Stationery,Ball Pen,5,779.14,3895.7,3062.45,833.25,0.15,Cash,Online
12/30/2024,ORD0429,Customer 39,Central,Electronics,Laptop Pro,4,366.3,1465.2,1207.5,257.7,0.15,Credit Card,Offline
2/27/2024,ORD0430,Customer 54,South,Furniture,Standing Desk,8,223.28,1786.24,1083.4,702.84,0,Credit Card,Offline
4/15/2024,ORD0431,Customer 145,South,Furniture,Office Chair,1,679.65,679.65,583.41,96.24,0.05,Cash,Offline
3/8/2024,ORD0432,Customer 5,North,Appliances,Microwave Oven,5,601.85,3009.25,2112.94,896.31,0.1,Cash,Online
11/6/2024,ORD0433,Customer 153,West,Furniture,Office Chair,5,295.19,1475.95,969.43,506.52,0,UPI,Online
11/22/2024,ORD0434,Customer 198,Central,Furniture,Standing Desk,9,789.76,7107.84,4708.86,2398.98,0.05,UPI,Offline
4/30/2024,ORD0435,Customer 270,Central,Clothing,Summer T-Shirt,10,915.23,9152.3,7728.51,1423.79,0.05,Credit Card,Online
7/1/2024,ORD0436,Customer 185,East,Appliances,Vacuum Cleaner,6,293.63,1761.78,1261.67,500.11,0.15,UPI,Online
11/7/2024,ORD0437,Customer 185,South,Electronics,Wireless Earbuds,5,363.61,1818.05,1427.92,390.13,0,Credit Card,Offline
1/11/2024,ORD0438,Customer 285,West,Appliances,Microwave Oven,1,784.47,784.47,679.85,104.62,0.15,UPI,Offline
10/30/2024,ORD0439,Customer 186,South,Clothing,Summer T-Shirt,7,991.18,6938.26,5602.99,1335.27,0.1,Cash,Offline
6/22/2024,ORD0440,Customer 65,North,Furniture,Office Chair,8,937.12,7496.96,6338.89,1158.07,0.1,Credit Card,Online
5/18/2024,ORD0441,Customer 24,West,Appliances,Air Conditioner,3,1210.52,3631.56,2810.64,820.92,0,Bank Transfer,Offline
3/13/2024,ORD0442,Customer 85,Central,Appliances,Microwave Oven,10,204.66,2046.6,1431.92,614.68,0.1,UPI,Online
12/14/2024,ORD0443,Customer 145,West,Electronics,Laptop Pro,5,1010.25,5051.25,3662.27,1388.98,0,UPI,Online
10/21/2024,ORD0444,Customer 191,West,Clothing,Formal Shoes,3,1431.87,4295.61,2961.22,1334.39,0.15,UPI,Offline
7/23/2024,ORD0445,Customer 157,South,Appliances,Vacuum Cleaner,7,120.44,843.08,590.08,253,0,Bank Transfer,Offline
8/5/2024,ORD0446,Customer 142,Central,Stationery,Notebook,7,1495.39,10467.73,6493.77,3973.96,0.1,Bank Transfer,Offline
7/5/2024,ORD0447,Customer 85,South,Stationery,Highlighter Set,3,1282.46,3847.38,2727.07,1120.31,0.1,UPI,Online
11/10/2024,ORD0448,Customer 240,Central,Furniture,Office Chair,2,602.29,1204.58,739.94,464.64,0.15,Cash,Online
4/4/2024,ORD0449,Customer 101,Central,Electronics,Wireless Earbuds,5,1245.41,6227.05,5010.46,1216.59,0.05,Bank Transfer,Online
6/2/2024,ORD0450,Customer 24,West,Furniture,Dining Table,2,499.71,999.42,804.42,195,0.05,Cash,Online
2/22/2024,ORD0451,Customer 99,Central,Clothing,Summer T-Shirt,6,84.28,505.68,358.93,146.75,0.05,Credit Card,Offline
9/15/2024,ORD0452,Customer 102,South,Furniture,Office Chair,2,560.68,1121.36,943.43,177.93,0,Credit Card,Offline
9/17/2024,ORD0453,Customer 289,Central,Stationery,Notebook,5,1237.72,6188.6,5509.39,679.21,0.1,UPI,Online
4/7/2024,ORD0454,Customer 211,South,Stationery,Highlighter Set,3,87.36,262.08,173.05,89.03,0.15,UPI,Online
10/21/2024,ORD0455,Customer 127,East,Electronics,Smartphone X,5,896.63,4483.15,3189.5,1293.65,0.05,UPI,Offline
10/27/2024,ORD0456,Customer 62,East,Electronics,Tablet Mini,3,287.49,862.47,645.49,216.98,0.15,Credit Card,Online
4/1/2024,ORD0457,Customer 276,North,Clothing,Winter Jacket,5,188.83,944.15,758.74,185.41,0,Cash,Offline
6/6/2024,ORD0458,Customer 21,West,Stationery,Highlighter Set,3,219.24,657.72,501.46,156.26,0.05,UPI,Online
10/10/2024,ORD0459,Customer 272,Central,Stationery,Ball Pen,8,878.53,7028.24,5553.01,1475.23,0.05,Bank Transfer,Offline
8/13/2024,ORD0460,Customer 268,West,Stationery,Notebook,8,727.08,5816.64,4471.66,1344.98,0.05,UPI,Offline
5/20/2024,ORD0461,Customer 258,Central,Electronics,Smartphone X,9,309.37,2784.33,2081.41,702.92,0,Credit Card,Offline
2/8/2024,ORD0462,Customer 103,West,Furniture,Bookshelf,8,63.22,505.76,375.02,130.74,0,Credit Card,Online
10/4/2024,ORD0463,Customer 51,North,Stationery,Stapler,5,248.16,1240.8,1036.49,204.31,0.1,Bank Transfer,Online
4/3/2024,ORD0464,Customer 51,East,Clothing,Winter Jacket,2,329.7,659.4,495.12,164.28,0,Credit Card,Offline
12/27/2024,ORD0465,Customer 299,Central,Stationery,Highlighter Set,8,319.14,2553.12,1841.8,711.32,0.15,UPI,Online
6/22/2024,ORD0466,Customer 88,South,Appliances,Microwave Oven,9,591.29,5321.61,4707.8,613.81,0.15,Credit Card,Online
5/19/2024,ORD0467,Customer 116,South,Clothing,Formal Shoes,7,1125.48,7878.36,4780.49,3097.87,0.15,Bank Transfer,Offline
3/3/2024,ORD0468,Customer 292,North,Stationery,Highlighter Set,8,1131.71,9053.68,5622.63,3431.05,0.15,Credit Card,Online
2/20/2024,ORD0469,Customer 80,Central,Electronics,Laptop Pro,7,1469.3,10285.1,6926.61,3358.49,0.15,Cash,Offline
5/19/2024,ORD0470,Customer 286,North,Electronics,Tablet Mini,9,1464.17,13177.53,9170.45,4007.08,0,Bank Transfer,Offline
10/10/2024,ORD0471,Customer 115,East,Electronics,Tablet Mini,9,1007.32,9065.88,6907.77,2158.11,0,Bank Transfer,Online
2/13/2024,ORD0472,Customer 138,Central,Appliances,Air Conditioner,5,1314.16,6570.8,4142.79,2428.01,0.1,Cash,Offline
6/14/2024,ORD0473,Customer 168,East,Clothing,Jeans,4,1304.68,5218.72,3281.13,1937.59,0,Credit Card,Offline
11/23/2024,ORD0474,Customer 126,North,Furniture,Office Chair,1,918.95,918.95,819.03,99.92,0.1,Bank Transfer,Online
3/4/2024,ORD0475,Customer 276,West,Clothing,Summer T-Shirt,9,1292.59,11633.31,9980.52,1652.79,0.15,Credit Card,Offline
1/16/2024,ORD0476,Customer 213,Central,Appliances,Vacuum Cleaner,3,1188.26,3564.78,2446.98,1117.8,0.15,UPI,Online
2/21/2024,ORD0477,Customer 244,South,Stationery,Stapler,5,1098.42,5492.1,3853.51,1638.59,0.15,Credit Card,Online
6/5/2024,ORD0478,Customer 182,South,Stationery,Notebook,4,978.43,3913.72,3162.09,751.63,0.1,Credit Card,Online
2/28/2024,ORD0479,Customer 193,South,Clothing,Jeans,9,708.85,6379.65,4567.33,1812.32,0,Bank Transfer,Offline
12/28/2024,ORD0480,Customer 161,West,Furniture,Dining Table,2,581.09,1162.18,951.34,210.84,0.05,Cash,Offline
3/6/2024,ORD0481,Customer 32,North,Appliances,Air Conditioner,10,798.45,7984.5,6792.3,1192.2,0,UPI,Online
1/19/2024,ORD0482,Customer 277,East,Appliances,Air Conditioner,6,1115.39,6692.34,4946.12,1746.22,0.1,UPI,Offline
2/9/2024,ORD0483,Customer 68,South,Furniture,Dining Table,9,390.8,3517.2,3017.64,499.56,0.05,Cash,Offline
3/18/2024,ORD0484,Customer 86,West,Clothing,Winter Jacket,4,150.78,603.12,507.07,96.05,0.05,Bank Transfer,Offline
3/13/2024,ORD0485,Customer 236,North,Appliances,Air Conditioner,1,573.21,573.21,411.6,161.61,0,UPI,Online
8/21/2024,ORD0486,Customer 198,West,Furniture,Bookshelf,9,1372.45,12352.05,10196.6,2155.45,0.15,UPI,Offline
1/25/2024,ORD0487,Customer 170,East,Furniture,Bookshelf,4,1245.2,4980.8,3822.93,1157.87,0.05,UPI,Online
1/23/2024,ORD0488,Customer 195,West,Electronics,Tablet Mini,1,934.32,934.32,590.09,344.23,0.15,Bank Transfer,Online
4/17/2024,ORD0489,Customer 43,North,Appliances,Air Conditioner,8,988.25,7906,5271.1,2634.9,0.05,UPI,Offline
11/6/2024,ORD0490,Customer 152,East,Appliances,Blender Pro,10,1138.99,11389.9,9030.27,2359.63,0.05,UPI,Offline
4/22/2024,ORD0491,Customer 44,South,Furniture,Office Chair,10,297.03,2970.3,1901.5,1068.8,0.15,Credit Card,Offline
9/22/2024,ORD0492,Customer 287,East,Stationery,Ball Pen,6,1275.29,7651.74,4916.35,2735.39,0.05,Credit Card,Online
10/26/2024,ORD0493,Customer 131,West,Stationery,Highlighter Set,8,1216.85,9734.8,7873.8,1861,0.15,Credit Card,Online
12/1/2024,ORD0494,Customer 66,Central,Electronics,Tablet Mini,5,956.23,4781.15,4185.47,595.68,0,Bank Transfer,Online
2/23/2024,ORD0495,Customer 166,North,Electronics,Smartphone X,4,1133.98,4535.92,3819.35,716.57,0.05,UPI,Online
5/24/2024,ORD0496,Customer 248,East,Clothing,Formal Shoes,9,640.28,5762.52,4799.01,963.51,0,Bank Transfer,Online
8/8/2024,ORD0497,Customer 52,South,Stationery,Stapler,6,1494.51,8967.06,6676.74,2290.32,0.05,Bank Transfer,Offline
7/24/2024,ORD0498,Customer 196,North,Stationery,Ball Pen,8,905.79,7246.32,5218.67,2027.65,0.15,Cash,Offline
8/26/2024,ORD0499,Customer 147,South,Stationery,Stapler,6,83.89,503.34,355.06,148.28,0,Credit Card,Offline
4/24/2024,ORD0500,Customer 248,Central,Furniture,Bookshelf,4,1239.51,4958.04,3337.1,1620.94,0.05,Credit Card,Offline
11/2/2024,ORD0501,Customer 107,South,Clothing,Summer T-Shirt,9,1244.24,11198.16,6883.88,4314.28,0.05,Credit Card,Offline
5/19/2024,ORD0502,Customer 61,East,Appliances,Microwave Oven,2,771.6,1543.2,1052.25,490.95,0,Bank Transfer,Online
5/4/2024,ORD0503,Customer 190,Central,Clothing,Jeans,8,598.71,4789.68,3789.57,1000.11,0,Credit Card,Online
2/29/2024,ORD0504,Customer 289,East,Electronics,Laptop Pro,1,148.04,148.04,101.74,46.3,0.15,Bank Transfer,Online
8/16/2024,ORD0505,Customer 200,East,Electronics,Wireless Earbuds,7,1077.16,7540.12,6663.95,876.17,0,UPI,Online
12/21/2024,ORD0506,Customer 216,South,Furniture,Dining Table,9,964.58,8681.22,7031.97,1649.25,0.15,Bank Transfer,Online
9/24/2024,ORD0507,Customer 93,West,Electronics,Smartphone X,10,189.77,1897.7,1205.51,692.19,0.05,Bank Transfer,Offline
10/27/2024,ORD0508,Customer 236,West,Clothing,Formal Shoes,2,659.49,1318.98,872.14,446.84,0.05,Cash,Offline
7/9/2024,ORD0509,Customer 30,East,Stationery,Highlighter Set,9,689.91,6209.19,4125.59,2083.6,0.15,UPI,Offline
8/17/2024,ORD0510,Customer 5,North,Stationery,Highlighter Set,6,486.84,2921.04,1907.33,1013.71,0.1,Cash,Offline
1/9/2024,ORD0511,Customer 13,Central,Clothing,Formal Shoes,4,1084.27,4337.08,2604.78,1732.3,0.05,UPI,Online
3/20/2024,ORD0512,Customer 153,Central,Clothing,Jeans,1,660.25,660.25,576.86,83.39,0.05,Bank Transfer,Online
3/16/2024,ORD0513,Customer 225,Central,Appliances,Microwave Oven,1,1305.7,1305.7,999,306.7,0.15,UPI,Offline
7/4/2024,ORD0514,Customer 12,Central,Electronics,Laptop Pro,5,684.66,3423.3,2086.77,1336.53,0.05,Bank Transfer,Offline
11/30/2024,ORD0515,Customer 162,East,Electronics,Smartphone X,10,28.31,283.1,193.67,89.43,0.1,UPI,Online
9/9/2024,ORD0516,Customer 218,Central,Clothing,Formal Shoes,6,863.03,5178.18,3427.96,1750.22,0,Bank Transfer,Offline
4/7/2024,ORD0517,Customer 204,West,Stationery,Notebook,2,421.03,842.06,566.23,275.83,0.05,UPI,Online
12/4/2024,ORD0518,Customer 150,West,Electronics,Wireless Earbuds,7,396.5,2775.5,1672.55,1102.95,0.15,UPI,Offline
12/28/2024,ORD0519,Customer 238,North,Appliances,Microwave Oven,8,1119.59,8956.72,6298.95,2657.77,0,Cash,Online
5/29/2024,ORD0520,Customer 248,West,Electronics,Smartphone X,4,329.44,1317.76,956.06,361.7,0,Cash,Online
2/7/2024,ORD0521,Customer 7,East,Appliances,Microwave Oven,7,193.96,1357.72,1007.88,349.84,0.05,Bank Transfer,Offline
7/5/2024,ORD0522,Customer 252,South,Electronics,Tablet Mini,10,1290.88,12908.8,10039.11,2869.69,0.05,Bank Transfer,Offline
10/1/2024,ORD0523,Customer 112,West,Appliances,Blender Pro,8,1098.25,8786,5598.21,3187.79,0.05,Bank Transfer,Offline
2/14/2024,ORD0524,Customer 81,Central,Stationery,Notebook,9,545.7,4911.3,4235.91,675.39,0.1,Credit Card,Offline
8/14/2024,ORD0525,Customer 105,East,Appliances,Vacuum Cleaner,8,460.74,3685.92,3316.55,369.37,0.05,UPI,Offline
11/20/2024,ORD0526,Customer 118,West,Electronics,Wireless Earbuds,8,756.2,6049.6,4817.54,1232.06,0.15,Cash,Online
4/14/2024,ORD0527,Customer 201,South,Furniture,Standing Desk,5,351.82,1759.1,1065.13,693.97,0.05,UPI,Offline
7/9/2024,ORD0528,Customer 206,Central,Clothing,Jeans,8,1426.46,11411.68,7526.23,3885.45,0.15,UPI,Online
2/5/2024,ORD0529,Customer 142,East,Furniture,Bookshelf,10,1274.65,12746.5,10841.82,1904.68,0.05,Bank Transfer,Online
10/7/2024,ORD0530,Customer 267,West,Electronics,Laptop Pro,5,198.62,993.1,683.91,309.19,0.1,UPI,Offline
3/2/2024,ORD0531,Customer 52,East,Furniture,Dining Table,7,818.45,5729.15,4835.06,894.09,0.15,Credit Card,Online
12/3/2024,ORD0532,Customer 247,North,Appliances,Air Conditioner,8,693.23,5545.84,4831.56,714.28,0.05,UPI,Online
10/29/2024,ORD0533,Customer 136,South,Furniture,Dining Table,2,20.63,41.26,26.79,14.47,0.1,Credit Card,Offline
12/29/2024,ORD0534,Customer 244,Central,Stationery,Highlighter Set,9,742.32,6680.88,4015.56,2665.32,0.05,UPI,Offline
8/20/2024,ORD0535,Customer 250,South,Furniture,Office Chair,4,1078.53,4314.12,3616.73,697.39,0.1,Credit Card,Offline
4/13/2024,ORD0536,Customer 95,North,Electronics,Smartphone X,7,1012.19,7085.33,5003,2082.33,0.15,UPI,Online
3/25/2024,ORD0537,Customer 153,West,Appliances,Blender Pro,6,1325.25,7951.5,7093.1,858.4,0,Credit Card,Offline
5/24/2024,ORD0538,Customer 165,West,Stationery,Ball Pen,2,1388.35,2776.7,1930.43,846.27,0,Credit Card,Online
8/18/2024,ORD0539,Customer 203,East,Electronics,Smartphone X,9,1453.26,13079.34,8572.01,4507.33,0,Credit Card,Offline
8/19/2024,ORD0540,Customer 229,Central,Appliances,Microwave Oven,1,807.76,807.76,554.3,253.46,0.15,Credit Card,Online
11/2/2024,ORD0541,Customer 59,East,Stationery,Highlighter Set,1,545.48,545.48,484.26,61.22,0.1,Credit Card,Offline
3/28/2024,ORD0542,Customer 290,South,Stationery,Notebook,1,1256.52,1256.52,1062.24,194.28,0,Credit Card,Offline
8/28/2024,ORD0543,Customer 26,West,Electronics,Smartphone X,10,258.93,2589.3,2077.65,511.65,0.1,Cash,Offline
3/13/2024,ORD0544,Customer 279,Central,Stationery,Notebook,4,427.93,1711.72,1336.94,374.78,0,Cash,Online
8/23/2024,ORD0545,Customer 87,East,Furniture,Dining Table,5,141.19,705.95,512.09,193.86,0.05,Credit Card,Online
9/6/2024,ORD0546,Customer 257,South,Electronics,Tablet Mini,2,947.49,1894.98,1240.92,654.06,0.15,Bank Transfer,Online
2/24/2024,ORD0547,Customer 20,Central,Clothing,Summer T-Shirt,5,734.34,3671.7,2874.54,797.16,0.1,UPI,Offline
12/23/2024,ORD0548,Customer 38,West,Appliances,Blender Pro,5,475.45,2377.25,2097.16,280.09,0.1,UPI,Offline
1/11/2024,ORD0549,Customer 177,South,Clothing,Formal Shoes,7,341.11,2387.77,1702.69,685.08,0,Credit Card,Online
10/23/2024,ORD0550,Customer 242,West,Clothing,Jeans,7,1014.93,7104.51,6032.14,1072.37,0,Cash,Offline
1/20/2024,ORD0551,Customer 95,West,Electronics,Wireless Earbuds,9,548.55,4936.95,3462.58,1474.37,0.05,Credit Card,Online
8/7/2024,ORD0552,Customer 10,Central,Appliances,Blender Pro,9,879.13,7912.17,7068.65,843.52,0.05,Bank Transfer,Offline
10/5/2024,ORD0553,Customer 101,West,Appliances,Microwave Oven,1,1189.61,1189.61,1060.76,128.85,0,Credit Card,Online
1/3/2024,ORD0554,Customer 189,South,Clothing,Summer T-Shirt,8,520.39,4163.12,2964.27,1198.85,0,Credit Card,Online
6/6/2024,ORD0555,Customer 35,South,Stationery,Highlighter Set,2,448.2,896.4,782.91,113.49,0.15,Credit Card,Online
6/21/2024,ORD0556,Customer 184,West,Electronics,Tablet Mini,1,1201.18,1201.18,1017.16,184.02,0.15,Credit Card,Offline
12/23/2024,ORD0557,Customer 46,South,Stationery,Ball Pen,6,753.08,4518.48,3019.42,1499.06,0.15,Cash,Offline
3/3/2024,ORD0558,Customer 273,East,Stationery,Notebook,6,741.8,4450.8,3858.45,592.35,0.15,UPI,Online
7/6/2024,ORD0559,Customer 59,Central,Electronics,Laptop Pro,7,1254.59,8782.13,7161.86,1620.27,0,Credit Card,Online
1/17/2024,ORD0560,Customer 207,North,Electronics,Laptop Pro,8,189.45,1515.6,1127.68,387.92,0,Bank Transfer,Offline
1/20/2024,ORD0561,Customer 47,East,Stationery,Stapler,3,1095.61,3286.83,1980.55,1306.28,0.05,Credit Card,Offline
1/15/2024,ORD0562,Customer 67,South,Electronics,Wireless Earbuds,10,159.53,1595.3,1145.13,450.17,0.05,Cash,Online
3/28/2024,ORD0563,Customer 201,West,Stationery,Notebook,6,532.97,3197.82,2223.96,973.86,0.05,Bank Transfer,Online
2/15/2024,ORD0564,Customer 178,East,Furniture,Bookshelf,8,982.1,7856.8,5559.6,2297.2,0.1,Cash,Offline
4/18/2024,ORD0565,Customer 253,East,Electronics,Smartphone X,10,109.88,1098.8,966.31,132.49,0,Credit Card,Online
8/17/2024,ORD0566,Customer 212,East,Furniture,Bookshelf,10,838.03,8380.3,6142.97,2237.33,0.1,Bank Transfer,Offline
1/3/2024,ORD0567,Customer 122,North,Stationery,Stapler,6,1173.19,7039.14,5291.99,1747.15,0.15,Cash,Online
9/10/2024,ORD0568,Customer 89,North,Electronics,Laptop Pro,4,163.92,655.68,557.78,97.9,0.05,Credit Card,Offline
3/3/2024,ORD0569,Customer 61,East,Stationery,Notebook,9,513.57,4622.13,4127.44,494.69,0,Cash,Offline
8/13/2024,ORD0570,Customer 170,North,Clothing,Summer T-Shirt,7,1492.33,10446.31,6402.23,4044.08,0,Bank Transfer,Offline
2/1/2024,ORD0571,Customer 82,West,Stationery,Notebook,5,127.01,635.05,476.67,158.38,0.05,Credit Card,Online
7/11/2024,ORD0572,Customer 3,Central,Appliances,Blender Pro,7,833.58,5835.06,4648.93,1186.13,0,Cash,Offline
3/17/2024,ORD0573,Customer 106,North,Stationery,Ball Pen,1,1146.66,1146.66,969.93,176.73,0,Bank Transfer,Offline
7/1/2024,ORD0574,Customer 187,East,Furniture,Bookshelf,4,448.64,1794.56,1153.55,641.01,0.1,UPI,Offline
12/5/2024,ORD0575,Customer 7,West,Stationery,Highlighter Set,9,306.1,2754.9,1822.74,932.16,0,UPI,Offline
5/6/2024,ORD0576,Customer 24,East,Electronics,Laptop Pro,9,1475.38,13278.42,10121.63,3156.79,0.1,UPI,Online
8/17/2024,ORD0577,Customer 58,West,Stationery,Highlighter Set,8,301.99,2415.92,1540.96,874.96,0.15,Credit Card,Offline
9/21/2024,ORD0578,Customer 227,Central,Clothing,Formal Shoes,9,935.58,8420.22,6460.1,1960.12,0,Bank Transfer,Offline
4/13/2024,ORD0579,Customer 27,South,Clothing,Winter Jacket,9,612.5,5512.5,4805.01,707.49,0,Credit Card,Offline
11/10/2024,ORD0580,Customer 35,South,Stationery,Notebook,2,1321.55,2643.1,1651.51,991.59,0.15,Credit Card,Offline
5/7/2024,ORD0581,Customer 9,West,Stationery,Ball Pen,3,342.66,1027.98,626.79,401.19,0,Bank Transfer,Online
7/7/2024,ORD0582,Customer 54,Central,Electronics,Wireless Earbuds,6,70.59,423.54,316.71,106.83,0.15,Cash,Offline
8/22/2024,ORD0583,Customer 284,West,Stationery,Notebook,1,1316.33,1316.33,820.92,495.41,0.15,UPI,Online
8/29/2024,ORD0584,Customer 134,North,Appliances,Blender Pro,1,953.77,953.77,633.25,320.52,0.15,Credit Card,Online
10/3/2024,ORD0585,Customer 53,North,Stationery,Stapler,1,1035.51,1035.51,823.73,211.78,0.1,Bank Transfer,Online
9/21/2024,ORD0586,Customer 222,West,Clothing,Winter Jacket,6,883.43,5300.58,3344.66,1955.92,0.05,Credit Card,Online
4/20/2024,ORD0587,Customer 2,North,Appliances,Microwave Oven,2,236.34,472.68,390.59,82.09,0.1,Bank Transfer,Online
5/13/2024,ORD0588,Customer 163,East,Furniture,Office Chair,9,1394.79,12553.11,10264.49,2288.62,0.15,Bank Transfer,Offline
3/8/2024,ORD0589,Customer 290,North,Clothing,Winter Jacket,2,1324.01,2648.02,1869.43,778.59,0.05,UPI,Online
4/2/2024,ORD0590,Customer 80,West,Electronics,Wireless Earbuds,9,1392.68,12534.12,10684.95,1849.17,0.15,Bank Transfer,Offline
8/3/2024,ORD0591,Customer 300,Central,Appliances,Air Conditioner,9,821.19,7390.71,6253.87,1136.84,0,UPI,Online
7/30/2024,ORD0592,Customer 269,East,Appliances,Microwave Oven,8,793.99,6351.92,3846.93,2504.99,0.05,Cash,Offline
12/1/2024,ORD0593,Customer 169,South,Electronics,Tablet Mini,9,600.18,5401.62,3688.28,1713.34,0,Bank Transfer,Online
7/14/2024,ORD0594,Customer 273,East,Clothing,Summer T-Shirt,7,651.71,4561.97,3809.32,752.65,0.05,Bank Transfer,Online
1/9/2024,ORD0595,Customer 149,South,Clothing,Jeans,6,877.46,5264.76,3469.9,1794.86,0.1,Bank Transfer,Online
7/21/2024,ORD0596,Customer 59,North,Electronics,Wireless Earbuds,4,460.14,1840.56,1230.28,610.28,0.1,Cash,Online
2/21/2024,ORD0597,Customer 10,South,Electronics,Wireless Earbuds,4,1031.19,4124.76,2664.44,1460.32,0.05,Bank Transfer,Offline
11/27/2024,ORD0598,Customer 262,South,Clothing,Winter Jacket,2,489.38,978.76,792.81,185.95,0.15,UPI,Online
6/8/2024,ORD0599,Customer 208,North,Furniture,Office Chair,9,634.93,5714.37,4118.33,1596.04,0.05,Credit Card,Online
8/25/2024,ORD0600,Customer 2,North,Stationery,Stapler,7,569.93,3989.51,2645.29,1344.22,0.1,UPI,Online
2/29/2024,ORD0601,Customer 1,South,Appliances,Microwave Oven,9,1188.43,10695.87,9602.5,1093.37,0.1,Cash,Offline
9/30/2024,ORD0602,Customer 181,Central,Appliances,Air Conditioner,1,937.5,937.5,667.53,269.97,0.15,UPI,Offline
10/19/2024,ORD0603,Customer 76,Central,Stationery,Stapler,10,172.2,1722,1232.18,489.82,0.05,Credit Card,Offline
4/30/2024,ORD0604,Customer 138,North,Clothing,Summer T-Shirt,1,495.38,495.38,435.48,59.9,0.1,Bank Transfer,Offline
6/4/2024,ORD0605,Customer 175,North,Appliances,Vacuum Cleaner,7,448.69,3140.83,2123.46,1017.37,0.1,Cash,Online
9/20/2024,ORD0606,Customer 90,South,Stationery,Notebook,9,1100.42,9903.78,8334.01,1569.77,0.1,UPI,Offline
5/20/2024,ORD0607,Customer 268,South,Stationery,Highlighter Set,2,579.57,1159.14,811.14,348,0.15,Bank Transfer,Online
4/16/2024,ORD0608,Customer 95,Central,Appliances,Microwave Oven,5,759.47,3797.35,3137.81,659.54,0.1,Credit Card,Offline
11/25/2024,ORD0609,Customer 174,South,Appliances,Microwave Oven,1,463.56,463.56,408.25,55.31,0.05,Bank Transfer,Offline
5/15/2024,ORD0610,Customer 273,East,Appliances,Blender Pro,2,356.07,712.14,603.29,108.85,0.1,Credit Card,Online
3/9/2024,ORD0611,Customer 241,Central,Clothing,Summer T-Shirt,5,471.28,2356.4,1647.71,708.69,0.15,Cash,Offline
9/30/2024,ORD0612,Customer 162,West,Appliances,Microwave Oven,2,1351.69,2703.38,2296.28,407.1,0.05,Bank Transfer,Online
6/13/2024,ORD0613,Customer 130,North,Electronics,Smartphone X,1,79.04,79.04,67.2,11.84,0,Credit Card,Offline
11/26/2024,ORD0614,Customer 125,East,Clothing,Summer T-Shirt,9,430.61,3875.49,2610.11,1265.38,0,Credit Card,Offline
3/18/2024,ORD0615,Customer 109,West,Stationery,Notebook,8,157.34,1258.72,1125.55,133.17,0.05,Credit Card,Online
11/12/2024,ORD0616,Customer 66,North,Clothing,Formal Shoes,10,510.79,5107.9,3317.85,1790.05,0,Bank Transfer,Offline
1/29/2024,ORD0617,Customer 72,East,Clothing,Summer T-Shirt,5,1263.27,6316.35,5337.06,979.29,0.05,Bank Transfer,Offline
10/5/2024,ORD0618,Customer 17,East,Electronics,Smartphone X,3,730.63,2191.89,1689.42,502.47,0.1,UPI,Online
8/18/2024,ORD0619,Customer 32,North,Appliances,Vacuum Cleaner,8,900.73,7205.84,6360.62,845.22,0.05,Credit Card,Offline
6/15/2024,ORD0620,Customer 237,North,Furniture,Office Chair,10,1112.86,11128.6,6975.29,4153.31,0,UPI,Offline
5/31/2024,ORD0621,Customer 264,Central,Appliances,Blender Pro,1,781.56,781.56,650.07,131.49,0.05,Credit Card,Online
8/31/2024,ORD0622,Customer 63,East,Appliances,Blender Pro,6,834.9,5009.4,3406.36,1603.04,0.1,Cash,Online
8/20/2024,ORD0623,Customer 192,East,Stationery,Ball Pen,7,327.3,2291.1,1414.33,876.77,0,UPI,Offline
9/18/2024,ORD0624,Customer 272,South,Electronics,Laptop Pro,1,141.44,141.44,104.27,37.17,0.1,Cash,Offline
2/2/2024,ORD0625,Customer 22,South,Furniture,Bookshelf,10,588.01,5880.1,4238.19,1641.91,0.05,Credit Card,Online
6/3/2024,ORD0626,Customer 145,East,Furniture,Bookshelf,8,1206.04,9648.32,7002.4,2645.92,0.05,Cash,Online
3/15/2024,ORD0627,Customer 61,South,Stationery,Notebook,8,1144.23,9153.84,5593.39,3560.45,0.15,Bank Transfer,Online
7/18/2024,ORD0628,Customer 153,Central,Appliances,Air Conditioner,2,722.19,1444.38,1119.22,325.16,0,Cash,Online
